Khillasaurus,0.35,https://www.dotabuff.com/players/68959447
MAPPO,0.3,https://www.dotabuff.com/players/123919855
steven,0.3,https://www.dotabuff.com/players/54432298
PrinceMeerkat92,0.3,https://www.dotabuff.com/players/73017111
TheMantis,0.2,https://www.dotabuff.com/players/111747192
Sharingan,0.2,https://www.dotabuff.com/players/141129174
bsvhsvj,0.2,https://www.dotabuff.com/players/67739802
Jenny Death,0.2,https://www.dotabuff.com/players/81348679
aeos,0.2,https://www.dotabuff.com/players/64969428
StonedSpirit,0.2,https://www.dotabuff.com/players/109140387
Give up dude,0.2,https://www.dotabuff.com/players/287839122
K[A]livunkka,0.15,https://www.dotabuff.com/players/79878292
Maximus,0.15,https://www.dotabuff.com/players/122652566
Jabinskiz,0.15,https://www.dotabuff.com/players/99837014
deadprez,0.1,https://www.dotabuff.com/players/84153087
Charles the Baboon,0.1,https://www.dotabuff.com/players/103211036
Clare x Teresa,0.1,https://www.dotabuff.com/players/102264839
DoomCow33,0.1,https://www.dotabuff.com/players/172199571
spidez,0.1,https://www.dotabuff.com/players/298148498
JIVEE,0,https://www.dotabuff.com/players/105958764
Lemonardo,0,https://www.dotabuff.com/players/73267979
Burrahobbit,0,https://www.dotabuff.com/players/75632156
JonSquid,0,https://www.dotabuff.com/players/81625477
BoX,-0.1,https://www.dotabuff.com/players/108843799
skaterx7,-0.1,https://www.dotabuff.com/players/89687880
CRAP,-0.1,https://www.dotabuff.com/players/42291565
moca,-0.1,https://www.dotabuff.com/players/92001890
Polo5885,-0.1,https://www.dotabuff.com/players/109428465
Lucky,-0.1,https://www.dotabuff.com/players/61053445
BBTM,-0.1,https://www.dotabuff.com/players/59381601
Clueless,-0.15,https://www.dotabuff.com/players/73946724
MGHappyhobo,-0.15,https://www.dotabuff.com/players/260316741
velvelvel,-0.15,https://www.dotabuff.com/players/333226362
seven thirty,-0.2,https://www.dotabuff.com/players/83763686
StarEnd ,-0.2,https://www.dotabuff.com/players/316353271
FatSloth,-0.2,https://www.dotabuff.com/players/40927904
UltraGunner,-0.3,https://www.dotabuff.com/players/106670947
FlyingNightmare,-0.3,https://www.dotabuff.com/players/50050664
